,time,concentration,theta,etheta
0,1.2e-06,0.0,0.3410448555036406,0.009257202753412836
1,2.64e-06,0.0,0.3737199370388186,0.021472651461642293
2,4.36799e-06,0.0,0.4026503448048676,0.04538870315303222
3,6.44159e-06,0.0,0.4322429842993495,0.08179879605848664
4,8.9299e-06,0.0,0.4615575761606744,0.13074160005976784
5,1.19159e-05,0.0,0.491725744358196,0.20909186122459747
6,1.5499e-05,0.0,0.5206651214027339,0.2965838800213744
7,1.97988e-05,0.0,0.5520097599620537,0.4207967620872575
8,2.49586e-05,0.0,0.5816861127224322,0.5396530187433289
9,3.11503e-05,0.0,0.6110455509762017,0.6586264140923299
10,3.85804e-05,0.0,0.6412137191737234,0.790975495733385
11,4.74965e-05,0.0,0.6701530962182614,0.9048046677603563
12,5.81957e-05,0.0,0.7014977347775812,1.0091286699453876
13,7.10348e-05,0.0,0.7311740875379596,1.079884674403539
14,8.64419e-05,4.19901e-316,0.7605335257917292,1.1695945661634353
15,0.00010493,-5.33399e-299,0.7907016939892508,1.210346129516963
16,0.000127116,1.80414e-284,0.8196410710337888,1.2790416220271958
17,0.000153739,-6.40147e-272,0.8509857095931086,1.2647097735127346
18,0.000185687,2.78407e-261,0.8806620623534871,1.2587469906497506
19,0.000224022,-5.53342e-253,0.9100215006072566,1.32478922119965
20,0.000270025,1.07545e-246,0.9401896688047783,1.264279324098957
21,0.000325225,-8.45917e-241,0.9691290458493163,1.2958997146421878
22,0.000391469,-1.23433e-234,0.9977724367037194,1.1976584566321764
23,0.000470961,-5.82004e-229,1.027439820185609,1.1271212051547972
24,0.000566346,-1.3099e-223,1.059509475422784,1.1384187381295154
25,0.000680816,-1.18708e-218,1.0896776436203057,1.012932149191717
26,0.00081818,1.75853e-214,1.1186170206648438,1.0104764705688551
27,0.000983035,2.59225e-208,1.1472604115192468,0.8962097925803394
28,0.00118082,3.34251e-203,1.1769277950011365,0.8108326211492859
29,0.00141813,-5.85912e-199,1.2089974502383116,0.7873554867289937
