# Region type : patch outlet
# Faces       : 320
# Area        : 1.945338e-05
# Scale factor: 1.000000e+00
# Time        	areaAverage(s)
5.68493       	2.615861e-08
5.71918       	3.763569e-08
5.75342       	5.380255e-08
5.78767       	7.642652e-08
5.82192       	1.078824e-07
5.85616       	1.513379e-07
5.89041       	2.109861e-07
5.92466       	2.923504e-07
5.9589        	4.026466e-07
5.99315       	5.512404e-07
6.0274        	7.502125e-07
6.06164       	1.015030e-06
6.09589       	1.365369e-06
6.13014       	1.826085e-06
6.16438       	2.428376e-06
6.19863       	3.211113e-06
6.23288       	4.222425e-06
6.26712       	5.521479e-06
6.30137       	7.180508e-06
6.33562       	9.287084e-06
6.36986       	1.194674e-05
6.40411       	1.528566e-05
6.43836       	1.945371e-05
6.4726        	2.462762e-05
6.50685       	3.101436e-05
6.5411        	3.885444e-05
6.57534       	4.842549e-05
6.60959       	6.004582e-05
6.64384       	7.407805e-05
6.67808       	9.093142e-05
6.71233       	1.110650e-04
6.74658       	1.349897e-04
6.78082       	1.632700e-04
6.81507       	1.965246e-04
6.84932       	2.354259e-04
6.88356       	2.806991e-04
6.91781       	3.331159e-04
6.95205       	3.934952e-04
6.9863        	4.626976e-04
7.02055       	5.416193e-04
7.05479       	6.311707e-04
7.08904       	7.322827e-04
7.12329       	8.458886e-04
7.15753       	9.729150e-04
7.19178       	1.114260e-03
7.22603       	1.270793e-03
7.26027       	1.443326e-03
7.29452       	1.632594e-03
7.32877       	1.839243e-03
7.36301       	2.063824e-03
7.39726       	2.306766e-03
7.43151       	2.568335e-03
7.46575       	2.848686e-03
7.5           	3.147820e-03
7.53425       	3.465555e-03
7.56849       	3.801542e-03
7.60274       	4.155267e-03
7.63699       	4.526026e-03
7.67123       	4.912952e-03
7.70548       	5.315035e-03
7.73973       	5.731098e-03
7.77397       	6.159814e-03
7.80822       	6.599737e-03
7.84247       	7.049321e-03
7.87671       	7.506911e-03
7.91096       	7.970765e-03
7.94521       	8.439101e-03
7.97945       	8.910072e-03
8.0137        	9.381781e-03
8.04795       	9.852405e-03
8.08219       	1.032012e-02
8.11644       	1.078312e-02
8.15068       	1.123967e-02
8.18493       	1.168811e-02
8.21918       	1.212687e-02
8.25342       	1.255448e-02
8.28767       	1.296955e-02
8.32192       	1.337079e-02
8.35616       	1.375703e-02
8.39041       	1.412718e-02
8.42466       	1.448036e-02
8.4589        	1.481583e-02
8.49315       	1.513296e-02
8.5274        	1.543130e-02
8.56164       	1.571055e-02
8.59589       	1.597059e-02
8.63014       	1.621139e-02
8.66438       	1.643318e-02
8.69863       	1.663626e-02
8.73288       	1.682092e-02
8.76712       	1.698772e-02
8.80137       	1.713734e-02
8.83562       	1.727065e-02
8.86986       	1.738868e-02
8.90411       	1.749269e-02
8.93836       	1.758383e-02
8.9726        	1.766361e-02
9.00685       	1.773356e-02
9.0411        	1.779472e-02
9.07534       	1.784736e-02
9.10959       	1.789246e-02
9.14384       	1.793169e-02
9.17808       	1.796645e-02
9.21233       	1.799742e-02
9.24658       	1.802494e-02
9.28082       	1.804935e-02
9.31507       	1.807078e-02
9.34932       	1.808973e-02
9.38356       	1.810738e-02
9.41781       	1.812474e-02
9.45205       	1.814251e-02
9.4863        	1.816027e-02
9.52055       	1.817767e-02
9.55479       	1.819515e-02
9.58904       	1.821317e-02
9.62329       	1.823155e-02
9.65753       	1.825077e-02
9.69178       	1.827098e-02
9.72603       	1.829244e-02
9.76027       	1.831495e-02
9.79452       	1.833885e-02
9.82877       	1.836385e-02
9.86301       	1.838958e-02
9.89726       	1.841562e-02
9.93151       	1.844207e-02
9.96575       	1.846915e-02
10            	1.849666e-02
10.0342       	1.852476e-02
10.0685       	1.855357e-02
10.1027       	1.858298e-02
10.137        	1.861269e-02
10.1712       	1.864252e-02
10.2055       	1.867220e-02
10.2397       	1.870163e-02
10.274        	1.873070e-02
10.3082       	1.875936e-02
10.3425       	1.878726e-02
10.3767       	1.881421e-02
10.411        	1.884007e-02
10.4452       	1.886468e-02
10.4795       	1.888778e-02
10.5137       	1.890927e-02
10.5479       	1.892896e-02
10.5822       	1.894667e-02
10.6164       	1.896224e-02
10.6507       	1.897543e-02
10.6849       	1.898599e-02
10.7192       	1.899370e-02
10.7534       	1.899842e-02
10.7877       	1.899994e-02
10.8219       	1.899809e-02
10.8562       	1.899278e-02
10.8904       	1.898389e-02
10.9247       	1.897136e-02
10.9589       	1.895505e-02
10.9932       	1.893470e-02
11.0274       	1.891014e-02
11.0616       	1.888130e-02
11.0959       	1.884823e-02
